user,gender,age,occupation,zipcode
3824,M,50,1,55405
305,M,25,2,97205
3402,F,25,16,02465
3021,M,45,17,48310
2024,M,35,7,03885
4936,F,35,9,02816
4286,M,25,2,90035
3447,M,35,11,95405
4960,M,35,12,55122
4919,M,35,7,90014-1718
4934,F,56,6,01852
23,M,35,5,96707-1321
963,F,35,16,95828
3911,F,56,0,98801
116,M,25,19,31401
1147,M,50,16,55347
5248,M,50,11,04102
3843,M,25,17,98033
139,M,25,14,24450
2782,M,18,18,52301
1651,M,50,1,93105
2532,M,45,3,50312
1024,M,18,20,91505
2505,M,35,16,19003
1652,M,56,1,23608
2680,M,25,3,32580
4025,F,25,3,38134
5565,M,35,7,15203
1278,M,25,3,94118
5098,M,56,13,63122
3602,M,50,15,12740
2954,F,18,4,06268
2940,M,50,1,19087-3622
1369,M,18,4,26201
566,M,45,16,60302
5811,M,45,0,23462
1019,F,25,0,91107
5312,M,50,15,02474
5464,F,18,4,94121
3867,M,56,1,03825
1191,F,18,0,91107
5311,F,56,7,93060
5310,M,56,16,55901
2863,M,35,17,23451
5526,F,56,13,03261
4422,F,50,0,04259
3853,M,35,17,06110
5247,M,18,15,21042
3370,F,25,14,94110
3922,M,56,11,04259
4606,M,1,10,03608
981,F,35,16,03301
4750,M,35,16,10014
4355,F,35,9,03769
3470,M,25,4,22030
4150,M,25,1,02571
5086,F,35,7,10012
274,F,25,4,04101
2736,M,56,17,03801
2543,M,45,1,22314
1460,M,45,14,07458
5962,M,25,17,23462
5362,F,25,3,46227
4696,M,25,2,46142
4810,M,25,0,46227
1214,M,45,3,04011
2551,M,25,12,94114
4607,F,50,6,04086
2559,M,45,1,78212
4067,M,25,0,60618
403,F,35,6,48105
888,F,25,14,55104
469,M,45,6,22630
5494,M,1,11,94610
929,M,35,7,85331
1134,M,35,2,55104
626,F,25,2,94133
1368,M,18,4,55116
5495,F,50,7,94123
2261,F,25,6,48108
2731,F,35,0,46142
2399,M,45,16,10962
706,M,35,7,98103
3908,F,35,17,84067
2704,M,25,1,19335
3744,F,18,4,02809
1490,M,18,4,80521
1391,M,25,4,30349
163,M,56,1,40601
4609,F,25,16,45750
5496,F,35,1,44107
5059,M,35,1,45750
1721,M,25,17,90031
3199,M,1,2,04101
29,M,35,0,96707-1321
1550,F,50,4,20902
1956,M,18,12,80526
4558,M,35,1,01773
2740,M,18,14,25301
2591,F,35,9,46077
1896,M,18,14,80526
1190,F,50,18,04849
534,F,45,6,04240
2843,M,25,1,20912
4042,F,25,17,91007
248,M,35,18,17350
5120,M,50,11,04210
1365,M,18,19,75080
5389,F,35,0,01545
472,M,18,4,46219
1277,M,25,7,55411
4118,M,25,17,94602
1876,M,45,12,55436
3644,M,35,0,13045
2742,F,18,20,60194
696,M,25,0,20008
2794,M,1,10,55317
1137,F,25,1,04210
2296,M,25,14,17857
3188,M,35,16,81321
942,F,45,9,03862
3189,M,25,20,14450
4234,F,45,16,04074
962,M,25,5,46254
4695,M,45,1,48309
5963,F,50,6,95014
3632,F,45,6,63135
2915,M,25,12,94114
3678,F,35,1,23062
2382,M,56,1,04032
5231,M,45,7,03840
1908,F,25,1,55413
5386,F,25,2,90066
3416,M,25,12,94131
4142,F,35,6,54971
1739,F,18,4,44515
4986,F,45,3,44555
5390,M,18,17,44406
1216,M,35,0,42025
4617,M,25,7,55346
1791,F,50,13,03851
1772,M,25,12,90034
3242,M,25,7,94110
3932,M,25,14,23434
2547,M,25,1,04086
4316,F,18,14,50401
4236,M,25,2,60640
1604,M,25,4,04309
2883,M,25,0,94086
5610,F,25,9,84037
4881,M,18,20,63132
1342,F,35,14,02130
3250,M,56,12,04085
161,M,25,16,04101
1745,M,35,17,03820
1152,F,45,6,04578
2409,F,35,3,04108
5715,M,18,12,04096
4581,M,45,1,03909
5230,M,56,11,13760
4926,F,25,4,70808
2869,M,35,0,97403
4620,F,35,17,98201
3025,M,25,4,94703
4580,M,50,4,94070
436,M,25,3,60626
5926,F,45,9,95030
5536,M,45,16,55406
1308,M,45,11,03301
5095,F,1,10,02906
499,M,35,14,90266
4979,M,56,1,23513
2681,F,35,17,92509
581,M,18,2,19072
800,F,56,0,08055
941,M,18,4,63108
1937,F,25,1,79928
5375,M,35,17,94132
2871,M,25,12,55405
3045,M,25,17,48092
4588,M,35,7,14607
3388,F,25,3,52001
5535,M,35,6,84103
591,M,35,16,16844
1070,M,25,1,27713
1166,M,25,12,94402
5666,M,25,20,33626
1473,M,25,7,11228
2427,M,35,14,84057
4003,M,35,12,95952
389,M,50,15,63121
2873,F,45,1,60417
1096,M,50,17,49506
1871,F,50,7,55082
2567,M,35,15,85282
2336,F,35,12,94014
4081,M,18,12,84041
3487,F,25,0,55421
5617,F,50,20,98115
4409,F,25,1,970025
4191,F,25,1,02453
2867,M,25,12,91423
3854,M,18,20,85054
1362,M,45,0,27312
974,F,18,12,84107
4626,M,18,0,84058
4190,M,35,1,02144
1320,F,25,15,92507
1556,M,18,17,98121
5199,M,45,18,99826
4413,F,35,0,99801
4339,F,35,6,55401
5520,M,1,10,55616
2151,M,45,0,97520
999,F,25,3,92103
4536,M,45,1,63105
2751,M,50,17,63033
3080,M,50,17,90031
742,M,25,7,63303
994,M,25,15,94040
2059,F,25,0,55108
5688,M,35,17,62958
4933,F,18,4,63144
1223,M,35,0,02108
4957,F,18,4,55406
1781,M,25,7,63105
1004,F,50,11,94102
5214,M,56,20,44281
993,M,45,12,40515
5795,F,50,0,55401
5618,M,50,17,14568
1939,M,50,0,62234
1104,F,35,1,91106
2715,M,35,17,90035
537,M,45,2,94618
4876,M,18,4,55104
385,M,25,16,55421
765,F,35,17,90291
2812,F,25,14,48067
1265,M,35,12,55082
3004,M,45,0,92679
5106,M,56,13,55804
1122,M,35,15,77007
146,M,25,2,48197
592,M,18,7,55403
1501,M,25,17,23454
3209,M,56,1,55116
1737,M,25,7,46220
1311,M,25,6,55439
2762,M,45,17,94931
569,M,35,0,94110
2354,M,1,10,63123-1507
4225,M,50,14,55407
2706,M,18,4,94708
5094,F,50,20,95404
5791,M,18,19,94111
5519,F,25,12,94526
5180,M,35,7,94086
910,M,35,0,95118
2007,F,56,2,949702
5793,M,35,20,94131
1653,M,35,0,90065
4385,M,25,11,65775
2210,M,25,4,92507
3489,M,35,14,68108
183,M,35,2,55423
1386,M,25,1,55403
756,M,50,1,55406
4635,M,25,12,63043
2010,F,45,16,55116
1570,M,35,0,55405
1810,M,35,0,29063
5179,M,18,12,55401
4060,F,56,8,90210
5423,M,25,17,55105
3228,M,25,0,55121
3767,F,25,4,55407
5929,F,56,14,91791
5692,F,25,2,55106
4314,M,45,17,54022
2095,M,45,17,56001
596,M,50,20,55419
5406,M,35,7,94550
4530,M,1,10,90210
3168,F,18,4,48433
3535,F,56,13,92407
440,M,25,4,46254
1159,F,25,2,63119
1067,M,25,17,90505
4797,M,35,12,49508
4679,F,56,1,90402
485,M,45,16,92807
4206,M,35,3,48827
5579,F,18,4,91030
1346,M,25,20,60615
3764,F,45,16,65441
4145,M,45,15,63119
200,M,18,4,64154
5922,M,50,15,48103
3497,M,18,4,26241
2252,M,45,0,92626
152,M,35,6,92672
3426,F,35,1,89447
4521,M,35,12,91104
1034,F,56,12,90290
1943,M,25,7,10025
2747,F,56,13,90241
1952,M,50,6,90504
4800,M,35,7,91001
2749,M,35,20,91505
3213,F,45,1,14618
2177,M,25,20,60615
202,M,25,17,92584
5930,F,25,14,05345
5754,M,25,12,92404
2229,M,25,4,70115
5580,M,18,1,70006
3723,F,25,4,89431
2758,M,18,17,02139
4106,F,56,13,60506
1992,F,25,15,62901
1062,F,25,17,19810
4849,M,35,7,14850
2582,M,35,12,11375
1535,M,25,20,10010
1747,F,35,4,97068
2411,M,45,12,44312
2444,F,45,6,60031
630,F,18,2,55408
5289,F,18,6,92145
2135,F,35,6,23507
5288,M,35,0,43081
81,M,25,16,60614
919,M,45,6,23452
2904,F,35,7,30350
1427,M,25,12,60613
3010,F,18,4,11024
5292,F,50,7,11771
5753,M,35,16,02536
1302,M,25,4,84111
134,M,35,2,20818
4672,F,35,16,97330
1359,M,45,1,16673
3270,M,50,7,84093
4201,M,56,17,84121
2267,M,45,16,22652
3180,M,45,17,84109-2001
1542,F,18,19,05070
5457,M,50,16,65401
2652,F,1,10,22801
2724,M,18,4,43215
1105,M,25,14,28715
4995,F,25,1,23603
4712,M,56,13,97520
3807,M,35,7,19004
5291,F,56,0,95062
378,M,25,2,55344
3009,F,25,7,75093
3863,M,45,17,97330
5295,M,56,2,93950
159,M,1,0,20132
3939,M,50,6,97470
2625,M,25,3,19147
579,M,25,2,20037
3921,M,45,7,19067
3837,M,25,4,70003
3528,F,50,12,95472
2692,F,18,4,19102
1252,M,35,1,23185
1081,M,25,4,16803
1695,M,18,4,10013
1172,M,56,17,75225
1777,M,25,1,23462
1008,F,25,6,19102
4982,M,25,17,38111
4952,F,35,16,77027
425,F,35,19,75069
870,M,25,17,19810
3369,M,56,14,18954
4299,M,50,7,19047
3713,M,18,10,67206
4300,F,35,1,23508
1275,M,25,11,75206
2165,M,56,16,19131
1699,M,50,7,19380
1408,M,18,0,02780
44,M,50,6,193122042
5458,M,25,0,90069
1903,M,25,12,90240
713,F,35,16,78222
3916,M,35,20,19108
3330,M,50,7,18977
3454,F,35,1,19348
282,F,45,0,08081
698,F,25,9,93940
2293,F,45,6,19802
5414,M,35,15,78250
106,M,35,2,78006
1193,M,35,13,89128
852,M,25,0,55408
2192,F,1,10,22932
4480,M,56,12,02143
5748,M,35,6,95521
6012,F,25,0,70118
3095,M,1,10,95123
5585,F,25,0,10011
1504,M,50,7,80302
2017,M,25,7,91608
5454,M,25,0,20009
3096,M,50,12,34761
995,M,35,2,20818
4826,M,45,0,10016
1971,M,25,11,02453
4467,M,45,5,98502
2896,M,50,7,94709
2684,M,45,17,40515
5203,F,50,1,33149
676,F,25,1,77707
3868,M,35,7,77565
4576,M,18,11,10028
3130,M,25,17,95014
3335,M,35,7,64055
1322,M,25,12,91106
2510,M,18,18,65265
2230,M,25,17,35205
2448,M,50,16,12866
638,M,25,6,35205
4487,M,18,17,55423
918,M,25,1,92101
2344,M,18,4,44502
5132,F,50,0,66762
6008,M,35,7,77565-2332
5586,M,56,1,04240
4863,M,18,0,48314
2767,M,25,20,98101
5073,M,35,1,10012
4864,M,25,3,98034
2798,M,18,19,30662
5943,F,25,4,44406
512,M,25,7,60046
4774,M,25,16,20007
5677,M,25,16,33301
692,M,18,14,10024
2909,M,35,1,74012
1349,F,18,4,44509
6024,M,35,7,37027
5111,F,18,4,90066
1227,M,25,4,30052
4944,M,25,17,94043
323,M,45,6,53216
3368,F,35,17,91107
2699,M,35,6,91103
2561,M,50,6,42420
1932,M,18,15,06114
5686,M,35,7,01720
2648,F,50,4,53562
3252,M,18,4,63141
5147,M,56,17,92009
406,F,35,11,05602
2356,M,1,10,60423
5762,M,45,1,45208
4945,F,35,9,33445
4265,M,1,10,60423
2899,M,45,14,30005
1036,M,50,0,45420
5042,M,25,12,94110
2364,M,35,11,85044
4071,M,25,7,19003
741,F,35,7,55441
2962,F,18,20,45202
880,M,18,20,67212
885,F,35,4,44485
3536,M,35,12,96555
2829,M,18,16,06510
3193,F,35,9,44406
4703,F,45,7,80304
4302,F,35,0,85024
5041,F,25,4,55455
5763,M,25,7,80303
1536,M,35,12,14619
3819,M,25,7,55409
3453,M,35,7,80304
3659,M,56,7,20814
2459,F,56,3,75001
1395,F,18,4,55118
5142,F,25,1,35243
3658,F,35,15,43065
2760,M,50,7,95376
5577,M,18,4,02871
4818,F,45,6,01545
4334,M,50,13,56342
906,M,25,1,02908
5139,M,35,7,91302
5760,M,25,0,98102
2535,M,25,4,55455
2163,M,50,1,46077
3652,F,35,17,60618
2771,M,25,1,40214
4497,M,18,2,90025
5089,M,18,0,31211
6011,F,35,9,07452
5752,F,56,6,91941
6007,M,18,2,81291
2373,M,25,17,01060
4337,M,18,0,89129
2338,M,18,4,94706
149,M,25,7,91436
4970,F,56,1,96734
1091,M,25,12,94501
1702,M,56,10,11361
5640,M,35,1,10016
1390,M,18,4,55120
3042,M,35,0,98122
2578,M,18,10,64050
5634,M,1,0,75070
3595,M,25,0,60173
2167,M,25,12,91104
5412,M,35,7,92506
2796,M,25,4,14607
2537,M,25,5,97213
1419,F,25,0,60657
4847,M,25,4,14607
2392,M,25,14,46268
4207,M,25,7,55441
5927,F,50,16,07462
912,M,35,7,07043
4785,F,25,0,94104
3451,F,25,4,02138
3191,M,25,1,14608
5856,M,1,10,54220
5072,M,18,4,01095
5330,F,45,1,27615
2522,F,18,0,64030
5681,F,1,10,01915
2963,F,45,14,22206
937,F,45,14,75006
1130,M,50,6,01545
1803,F,25,17,97330
3555,M,25,20,60622
2115,F,56,13,02838
3355,M,18,4,32606
1872,M,1,10,55305
117,M,25,16,30269
2906,F,25,2,10019
5808,M,35,4,58369
4984,M,25,6,94404
1723,M,35,7,78705
3092,M,35,12,10025
4157,F,25,14,46220
2479,M,35,7,40601
1884,M,18,4,15217
840,M,45,1,97405
5040,M,35,1,42718
2921,M,35,7,20191
691,F,25,2,68502
1084,M,18,0,37211
2908,M,25,12,87571
466,F,25,0,94110
3359,M,25,7,90210
905,M,56,20,91030
5779,M,25,0,60611
2901,M,25,17,60611
3295,F,25,4,91740
947,M,25,20,91740
2092,F,25,7,55122
4179,F,25,14,55418
5566,M,18,4,12604
991,M,25,2,90210
1253,F,18,4,63146
1063,M,18,2,63138
3726,M,25,16,55426
4345,M,18,4,55410
1602,M,45,16,97068
1353,M,25,8,85203
4741,M,56,13,94114
309,M,45,2,94102
4776,F,18,4,60613
3524,M,45,1,44406
5657,M,25,0,97401
3220,M,25,12,95030
1889,M,25,2,60626
5725,M,35,7,55124
3690,F,1,0,27245
5266,M,25,12,19067
4577,M,35,17,55126
4653,M,25,2,43202
886,M,25,20,94111
2454,M,25,17,00693
1329,F,1,10,02332
4341,F,56,6,45504
4724,F,35,9,55410
1047,F,18,4,95602
237,F,25,17,92121
4131,M,25,5,85281
4603,M,56,7,27410
5846,M,25,0,02478
2872,F,56,1,60605
4676,M,50,0,62025-8000
115,M,25,1,10463
3005,M,56,0,55406
5923,F,25,0,94107
4885,M,25,12,22903
4884,M,18,4,55104
245,F,25,0,02138
2826,M,18,17,98122
491,M,18,17,94941
6026,F,18,5,43201
1164,M,25,4,02457
2708,M,35,17,97330
1385,M,25,20,94122
1628,M,25,7,02150
4820,F,50,7,86001
3894,M,25,2,55408
2012,M,25,7,55408
4549,F,25,4,91740
217,F,25,5,91773
3942,F,25,0,19143
3649,M,35,14,06880
3316,M,18,4,30332
45,F,25,7,02332
5964,F,56,13,46140
1795,M,25,14,75093
4121,M,56,7,75041
1568,F,35,3,02725-1010
2641,M,25,17,27609
2748,M,18,17,60193
1315,F,50,3,95032
2394,F,25,3,85018
2565,F,35,7,22039
4675,F,25,9,60201
1589,F,50,1,98177
808,F,25,17,80003
4160,F,25,3,97330
1397,M,25,6,53705
4368,M,18,5,55414
1142,F,50,2,97424
1880,M,18,5,55344
5260,F,45,1,85259
1595,F,35,5,55306
2346,M,25,6,77030
4449,F,45,3,78759
1658,M,56,0,78232
5010,M,45,0,78703
4303,F,18,20,60123
5472,M,35,7,10625
308,M,18,16,27705
4791,M,18,12,43650
1630,F,50,16,92026
3543,M,35,13,63130
3615,M,56,13,30673
643,F,25,3,55408
790,M,18,12,90250
2516,M,18,12,90045
111,M,18,4,55344
3464,F,25,17,20120
1177,M,25,15,02139
6013,M,25,12,98074
687,M,25,11,55408
4856,M,25,4,10549
4990,M,18,12,55112
4119,M,35,7,38018
5022,M,25,0,02131
1083,M,25,17,94538
4442,F,18,3,10017
1665,M,35,18,10463
4931,M,25,7,84095
5991,M,18,4,01125
5374,M,25,14,10009
3586,M,18,4,07461
5253,M,35,1,55430
4241,F,25,3,94117
4317,M,25,12,85226
1726,M,25,14,60045
143,F,25,1,45056
5461,F,18,4,10580
2008,M,45,7,01905
1279,M,1,0,78130
5789,M,25,7,10016
5561,M,50,1,98112
1718,M,35,7,10471
65,M,18,0,60618
2520,M,50,1,13224
3190,M,25,6,89118
789,M,18,0,60451
5240,M,56,17,71301
3748,M,25,1,12553
5527,F,18,4,30010
1940,F,18,1,20003
2953,F,25,0,30102
2037,M,1,10,59801
1429,M,25,0,30068
2646,F,50,7,12866
2517,F,35,0,49504
5327,F,35,17,30096
2709,M,25,20,11230-1710
5939,M,45,1,60091
4418,F,45,2,21212
5993,F,1,19,14850
1048,M,25,12,97330
1163,M,35,1,59801
3407,M,1,10,07652
4257,F,25,7,03862
4242,F,25,5,01801
4479,M,18,17,19030
1218,F,25,0,53589
3119,F,18,12,05055
2530,F,1,19,14850
3353,M,35,17,22030
1813,M,50,7,94114
2919,F,50,5,60714
2072,F,35,2,80012
4501,M,18,4,53211
1006,M,25,14,95821
3013,M,35,19,11201
486,F,25,6,28412
2442,F,25,1,02460
2396,F,45,1,26505
2943,M,56,1,19026
1569,M,56,13,01742
270,F,35,17,45014
1127,F,25,7,60618
4211,M,45,18,02557
5069,M,18,4,90024
1911,M,25,11,55426
3210,M,25,14,60048
5858,M,56,13,19119
4734,F,45,2,37923
1544,M,50,7,95762
3681,M,25,7,63110
455,M,25,12,01915
5234,F,18,4,55449
1928,M,25,0,43223
2202,F,50,1,65203
2173,M,45,2,60626
797,M,45,19,60626
2491,M,18,12,01702
940,M,18,12,02143
2835,F,25,1,98115
1244,M,35,6,10011
1138,M,18,4,30305
3691,M,35,7,10001
2437,F,18,17,55449
4522,M,35,1,32312
1868,M,18,12,55405
540,F,18,2,98102
1616,F,1,10,99016
2964,M,18,4,02143
4164,M,50,0,94025
4807,M,25,17,89103
854,M,35,0,53202
2413,M,35,7,77079
5944,F,25,0,10019
1205,M,25,12,98033
5507,M,35,0,63366
599,M,25,12,94618
2378,M,35,12,20171
2741,M,56,7,20003-2712
5822,M,18,7,10016
1280,M,35,1,27909
2352,M,25,1,20120-6354
4376,M,25,12,20009
518,M,25,4,94110
4817,F,35,0,20037
5483,M,35,1,55343
4898,M,35,7,02766
2776,M,35,1,50014
2162,F,25,14,07030
4014,M,45,12,55449
526,M,18,7,10014
1286,F,25,6,15202
3120,M,45,17,21742
2468,M,25,4,08544
4360,M,25,0,17821
4153,M,25,17,95136
1410,M,25,15,91125
3525,M,18,7,94104
2419,M,45,17,80907
1508,M,18,7,10016
1043,M,18,4,55104
375,M,35,12,96797
3219,F,35,17,94306
5287,F,18,4,95076
3152,M,25,7,90069
2050,M,25,4,60201
3965,F,50,1,62901
3372,F,25,19,60201
3771,F,35,20,14850
355,M,25,2,33334
2497,M,25,2,66044
4429,F,25,9,55409
179,M,45,7,85287-2702
2914,F,25,4,02141
4009,F,18,14,60610
4705,M,45,7,44325
3413,M,25,20,94519
3099,M,25,0,11215
3773,M,18,4,191004
86,M,45,1,92407
1068,F,25,17,01701
3538,M,35,1,91768
4599,F,1,10,76501
4822,M,18,4,16101
2194,F,50,16,98257
718,M,56,0,80210
2440,M,50,17,78666
857,M,35,15,33167
1697,M,45,1,18901
4218,F,25,6,02118
287,M,25,14,02460
519,M,35,0,60187
2002,F,1,10,26505
5914,F,1,10,55311
916,F,35,2,27514
5626,M,25,1,70803
3272,M,50,1,45840
5691,M,18,6,05273
336,F,18,4,63141
1921,M,50,17,09056
2824,M,25,17,27408
5868,F,50,2,10025
3596,M,45,16,30102
1732,M,25,15,94538
320,M,25,16,67204
3642,F,56,1,10543
1563,M,45,12,55102
306,F,25,20,91403
3234,M,35,1,19149
5160,M,56,7,93924
3343,M,45,7,11576
746,M,25,17,97401
4494,M,25,15,08876
1815,F,35,16,98072
5031,M,18,14,26301
2062,F,18,4,10025
2064,F,18,4,02138
5340,F,50,9,76034
195,M,35,15,48187
4051,F,35,20,98103
4384,M,50,7,23233
1021,M,35,3,29425
2781,M,25,1,92116
429,M,1,10,37830
1089,M,45,6,92103
1506,M,35,14,33701
2501,M,1,10,02446
4454,M,50,1,77706
3150,F,35,17,98036
1935,F,25,3,74075
3376,F,35,1,54650
4816,F,25,7,11753
4614,M,45,20,02446
1549,M,18,17,02114
2457,M,35,7,20901
556,M,50,3,78704
608,M,18,4,49841
1350,F,18,1,07666
841,M,25,1,07666
2420,F,25,9,07307
3592,F,25,4,63119
1910,F,35,1,14619
1858,M,25,0,20878
1361,M,35,7,19808
1022,M,25,4,55369
5392,M,50,1,12970
3117,F,18,1,02109
5435,F,35,7,07039
444,M,45,7,01581
4546,M,25,0,10016
2048,M,45,1,50011
2387,M,56,15,37830
3747,F,50,0,10016
1318,M,25,4,10016
5119,M,35,20,94107
3982,M,25,17,22041
4903,F,25,20,60640
4700,F,25,0,04101
5324,F,45,12,94117
4310,M,18,0,10009
2240,M,25,1,53706
1769,M,50,16,90210
2232,F,45,0,55419
1865,M,25,20,90027
1545,M,35,12,22201
2094,F,18,4,95008
2088,M,18,4,27607
1470,M,35,7,90020
1061,F,45,0,12833-2000
3081,M,35,1,98225
3298,M,35,0,97212
3142,M,50,7,02461
1143,M,35,15,63117
266,F,18,2,95008
5701,F,25,14,21046
2040,M,18,4,11209
5443,M,18,3,78722
4400,F,50,1,30602
4486,F,25,1,54880
4967,F,35,7,04015
5541,F,25,1,02148
3135,F,35,0,98622
55,M,25,0,12833
931,M,35,7,07028
2305,M,45,1,08840
3704,M,25,14,48336
2882,F,18,4,92612
3028,F,18,4,22310
1528,M,35,14,55330
684,M,25,7,02135
2946,M,35,15,01775
1031,M,25,11,84109
2744,M,25,7,19380
1929,M,25,1,01760
1596,M,56,16,32043
142,M,25,0,07040
5817,M,18,4,90024
2676,M,25,14,02465
955,M,35,17,06854
3126,M,35,12,01944
3975,F,18,4,78628
4564,M,50,1,98262
976,M,25,14,55406
5538,F,35,9,06854
120,M,25,7,98102
4318,M,1,10,11102
2730,M,18,1,32601
4353,F,18,4,62025
4981,M,35,17,78765
2725,F,25,17,48473
4548,M,1,10,73013
41,F,35,1,84108
3351,F,18,4,92833
948,M,25,2,87123
2895,M,18,4,96744
2080,M,18,1,62522
2616,M,25,17,48473
1514,F,18,4,90025
1266,F,35,12,91104
4612,F,25,6,74105
2925,M,18,0,47901
1146,M,50,1,74105
785,M,25,4,95616
2404,F,25,6,77054
5948,M,25,15,03755
1333,M,50,14,92026
2341,M,56,0,32043
1523,M,25,0,20874
4958,M,25,2,78722
2304,F,25,15,03255
3542,M,1,10,07960
1007,F,35,20,75093
956,M,18,4,48363
4336,M,18,4,10461-1301
5251,M,18,16,11209
666,M,35,7,10009
3115,F,25,3,41030
4547,M,56,1,90024
3549,M,18,4,48109
2471,M,25,1,02146
5645,F,25,4,43212
3501,F,35,1,55417
4507,M,35,7,94306
190,M,35,14,30030
2905,M,25,20,78746
1150,M,25,1,13210
2161,M,35,17,98103
1489,M,35,2,33020
1812,M,50,20,94117
5258,F,25,7,92122
222,M,18,0,23455-4959
2307,F,18,9,94538
495,M,18,16,94110
4637,M,25,17,94117
1800,M,56,16,60610
3181,F,1,0,55403
2945,F,18,4,78666
341,M,25,0,84119
5466,M,18,4,78666
2160,M,35,14,66013
3848,F,25,7,29615
4520,F,25,4,90034
5297,F,25,12,90640
5396,F,35,3,21221
5402,F,25,14,97367
5774,M,25,0,95826
795,M,35,14,55418
1178,M,35,15,94706
4663,F,18,14,55426
2461,M,25,7,55311
2485,M,18,0,90034
3440,M,56,1,14068
2855,F,18,4,90024
1758,F,18,4,90024
1919,M,18,17,08550
2713,M,25,12,01060
3319,M,35,1,90034
2487,M,18,4,90024
3566,M,25,15,90034
3967,M,25,7,47714
3273,M,35,1,90024
5273,F,50,7,91362
2935,M,35,2,96753
3310,M,18,4,90024
1332,M,1,10,03756
568,M,25,0,03766
1492,F,35,14,38018
5842,M,56,7,21773
1183,M,25,0,60610
4405,M,45,11,90046
779,M,25,20,48103
1537,M,18,12,55057
2686,M,25,15,94102
5971,M,18,2,10018
1958,M,25,1,77845
4674,M,25,4,92843
809,F,35,20,09824
3653,M,18,10,99016
3331,M,18,0,94111
3646,F,25,11,10022
4562,F,25,11,02111
1493,M,25,4,48109
1388,F,25,14,10022
5764,M,25,6,19342
2564,M,25,1,08904
3436,M,45,15,93555
441,M,25,12,55406
4084,M,25,7,90212
4640,M,25,1,60613
5007,M,50,13,60622
4089,F,25,12,20850
5046,F,35,0,55442
371,F,25,4,66044
3523,F,18,4,90024
3294,M,18,15,94061
376,M,25,0,03755
3985,M,25,0,92155
597,M,25,2,94117
2589,M,18,1,04101
2999,F,1,0,14167
1904,F,56,0,14850
3140,M,18,17,78758
864,F,18,1,60640
294,F,35,2,78744
4845,F,1,10,98110
2515,M,1,10,05667
2208,F,50,1,29642
243,F,25,1,08904
5562,M,18,12,10549
1696,M,25,20,90048
913,F,35,6,55125
209,F,25,1,08904
3991,F,50,12,77098
1455,M,25,11,44515
3027,M,56,14,96744
680,M,25,2,75287
3215,F,1,7,20852
1988,M,45,14,05602
1989,M,25,0,80231
1238,M,25,7,95616
5986,M,35,7,16365
5400,M,25,6,89123
4168,M,18,4,94118
1516,M,25,11,10024
1564,M,18,12,97205
2431,M,1,0,05667
3589,M,35,12,85257
605,M,25,5,10011
1023,M,18,17,92886
5446,M,25,2,11106
2546,F,35,0,55459
4632,F,45,1,92106
5358,M,18,10,56137
2138,F,25,7,60607
855,M,25,6,53211
424,M,25,20,90802
286,M,25,0,92646
4268,M,25,17,91107
2974,F,35,0,55303
2723,M,18,4,44074
997,M,25,17,43201
5065,M,25,2,91602
1013,M,35,17,53703
43,M,25,1,92688
5703,F,25,7,10003
2722,M,25,7,78757
2607,M,35,0,80027
4717,M,25,5,80916
5899,M,35,18,90804
1636,M,25,16,04103
4455,F,25,0,98105
4623,M,1,10,01597
5862,F,35,7,94306
1984,F,25,0,90802
1335,F,50,1,08826
4141,M,35,7,01940
3459,F,25,7,37206
1131,M,25,7,37206
5823,M,50,16,95070
1035,M,18,4,60202
58,F,25,7,92120
3231,M,25,7,94117
5210,M,25,0,91403
3443,M,25,20,90048
5172,M,25,0,70119
5215,M,25,17,33028
5426,M,25,4,92821
5173,M,50,6,70808
4470,M,45,0,43615
3768,M,25,15,02139
3222,F,35,4,78212
2622,M,25,12,02144
325,M,18,12,18052
2416,F,25,4,43201
1219,M,18,4,60201
2746,M,25,2,55118
6028,M,25,17,90048
3467,F,25,4,78223
4050,F,18,4,78209
6,M,25,1,92120
3224,F,25,0,78240
3022,F,35,0,78253
5332,M,56,16,92106
4914,F,35,0,55406
4082,M,25,0,91604
235,M,25,7,60607
1294,F,45,7,02038
4913,M,25,1,27106
1204,F,1,0,44260
679,F,35,7,10024
4031,M,25,4,43201
2073,M,35,1,83301
3157,F,1,10,02131
1184,F,25,3,79411
3746,M,45,16,78204
587,F,18,4,02464
494,M,50,20,20009
4423,M,35,17,97124
6029,F,25,7,78230
1981,F,18,20,55410
778,F,25,1,94044
2385,M,50,19,13903
529,M,45,7,33135
3977,M,50,7,19462
4020,F,25,7,78232
1827,F,45,2,43229
1411,M,25,4,01002
4781,M,25,7,89117
3207,F,25,4,91428
1578,F,50,1,98499
1328,F,25,9,76120
5685,F,25,14,89511
4484,F,50,1,28043
3049,M,25,17,95926
5186,F,25,6,06114
5285,F,45,3,91306
3689,M,35,14,85331
3545,F,25,7,19103
4665,M,25,14,98109
2799,F,25,4,01002
1072,M,25,17,61265
4829,M,18,12,10021
1059,M,25,4,01002
2255,M,25,4,19103
5533,M,50,7,30066
5857,M,18,12,02138
252,F,25,0,60640
3914,M,35,7,02135
186,M,25,1,08904
1017,M,35,17,30303
4789,M,35,7,60510
5809,F,18,0,02138
3241,M,18,4,20057
2302,M,25,1,96930
500,M,25,20,02139
3354,F,35,20,61821
361,M,25,20,64114
2139,M,50,20,06033
